Episode,TaskTime,FatigueIncrement,CollisionFlag
1,14.2260619236966,0.071130309618483,0
1,9.37975707236063,0.0468987853618031,0
1,9.30569390951488,0.0465284695475744,0
1,7.35839854920044,0.0367919927460022,0
1,10.4325932738681,0.0521629663693403,0
1,11.0919378854367,0.0554596894271837,0
1,12.7400476990026,0.063700238495013,0
1,11.6133324953292,0.0580666624766461,0
1,11.3148552641064,0.0565742763205318,0
1,10.5534506092278,0.0527672530461388,0
1,12.4535160192946,0.0622675800964728,0
1,10.8555105765937,0.0542775528829687,0
1,7.68748291784792,0.0384374145892396,0
1,7.84701684182198,0.0392350842091099,0
1,8.24653098280735,0.0412326549140367,0
2,5.94020845760535,0.0297010422880268,0
2,12.296227850813,0.0614811392540649,0
2,13.5906167572554,0.067953083786277,0
2,5.22481266963672,0.0261240633481836,0
2,9.92581252877496,0.0496290626438748,0
2,10.267720959538,0.05133860479769,0
2,11.1885884380673,0.0559429421903366,0
2,6.73381612334002,0.0336690806167001,0
2,13.4592502295076,0.067296251147538,0
2,10.7045704426757,0.0535228522133786,0
2,11.3670638191442,0.0568353190957211,0
2,10.0011886925546,0.0500059434627728,0
2,12.3817054102728,0.0619085270513639,0
2,7.55149195967725,0.0377574597983862,0
2,8.43240436924519,0.0421620218462259,0
3,9.490743252549,0.047453716262745,0
3,9.06036847730813,0.0453018423865407,0
3,10.586844707549,0.0529342235377451,0
3,6.58761964915869,0.0329380982457934,0
3,8.8618497790377,0.0443092488951885,0
3,11.4993650383241,0.0574968251916207,0
3,13.6953805549107,0.0684769027745535,0
3,10.5671176027849,0.0528355880139247,0
3,15.3434808499327,0.0767174042496636,0
3,11.4243454688025,0.0571217273440126,0
3,12.1456963079289,0.0607284815396447,0
3,9.97689924678962,0.0498844962339481,0
3,8.76928950273441,0.043846447513672,0
3,11.073431447083,0.0553671572354148,0
3,10.0112091809303,0.0500560459046515,0
4,10.9586922938619,0.0547934614693095,0
4,12.1173637845888,0.060586818922944,0
4,11.1764208816695,0.0558821044083475,0
4,11.9992696390439,0.0599963481952196,0
4,7.74679801071982,0.0387339900535991,0
4,11.3034271542668,0.0565171357713339,0
4,9.20118248546674,0.0460059124273337,0
4,11.6710657206372,0.058355328603186,0
4,13.270966685841,0.0663548334292048,0
4,8.60898861561198,0.0430449430780599,0
4,6.73829611661211,0.0336914805830606,0
4,8.98163250463858,0.0449081625231929,0
4,10.7185456754367,0.0535927283771833,0
4,8.112904534489,0.040564522672445,0
4,6.96642756629496,0.0348321378314748,0
5,13.6777404564713,0.0683887022823565,0
5,10.1753726325277,0.0508768631626384,0
5,7.71687716959893,0.0385843858479947,0
5,10.3711183995389,0.0518555919976947,0
5,10.5388217474063,0.0526941087370317,0
5,12.5690613296701,0.0628453066483503,0
5,9.30131853414167,0.0465065926707084,0
5,8.41601834750283,0.0420800917375141,0
5,7.86236936700138,0.0393118468350069,0
5,9.90026200161084,0.0495013100080542,0
5,9.71627942605817,0.0485813971302909,0
5,5.16774004038855,0.0258387002019427,0
5,11.2409463399225,0.0562047316996125,0
5,11.3618986505573,0.0568094932527864,0
5,10.7093400109779,0.0535467000548896,0
6,13.7386833385557,0.0686934166927783,0
6,11.9802948902323,0.0599014744511615,0
6,9.07242218172782,0.0453621109086391,0
6,7.55895796724871,0.0377947898362436,0
6,8.88163980646067,0.0444081990323033,0
6,11.7599994177095,0.0587999970885473,0
6,13.2390575596941,0.0661952877984703,0
6,14.7102805898513,0.0735514029492567,0
6,6.63620390012544,0.0331810195006272,0
6,10.4390127580836,0.0521950637904178,0
6,9.91864258571561,0.049593212928578,0
6,5.6769434410911,0.0283847172054555,0
6,8.94175857667036,0.0447087928833518,0
6,9.31337613579994,0.0465668806789997,0
6,10.9717388403179,0.0548586942015893,1
7,8.74939667035405,0.0437469833517702,0
7,8.83281352536073,0.0441640676268037,0
7,13.3877440164595,0.0669387200822976,0
7,7.93804352929256,0.0396902176464628,0
7,7.7346427924452,0.038673213962226,0
7,11.2670699157269,0.0563353495786345,0
7,6.19161749509911,0.0309580874754956,0
7,10.6060539456752,0.0530302697283761,0
7,9.88238375764479,0.0494119187882239,0
7,7.95681027928465,0.0397840513964232,0
7,11.6432637009837,0.0582163185049185,0
7,13.0474234119986,0.065237117059993,0
7,5.16507000419989,0.0258253500209994,0
7,6.71458098663028,0.0335729049331514,0
7,12.7369002039399,0.0636845010196997,0
8,11.3337007144673,0.0566685035723366,0
8,9.69815371757638,0.0484907685878819,0
8,10.4895633369101,0.0524478166845504,0
8,10.4260966605333,0.0521304833026666,0
8,9.83558126235739,0.049177906311787,0
8,11.2912200044309,0.0564561000221547,0
8,8.87495996195602,0.0443747998097801,0
8,11.3798481372802,0.0568992406864011,0
8,9.02327731107037,0.0451163865553519,0
8,8.0507571209188,0.040253785604594,0
8,8.50651355522604,0.0425325677761302,0
8,8.92311813376757,0.0446155906688379,0
8,8.40347343031358,0.0420173671515679,0
8,10.443304289607,0.0522165214480352,0
8,8.62269579447662,0.0431134789723831,0
9,12.412170570386,0.0620608528519302,0
9,10.765154495422,0.0538257724771102,0
9,9.15207200683331,0.0457603600341666,0
9,9.42040666133916,0.0471020333066958,0
9,8.0587238621373,0.0402936193106865,0
9,13.3146712945779,0.0665733564728896,0
9,10.2688222776493,0.0513441113882466,0
9,11.2526552600969,0.0562632763004847,0
9,8.71003526943001,0.04355017634715,0
9,11.6476416166888,0.0582382080834438,0
9,7.73891676088497,0.0386945838044249,0
9,11.5009049286272,0.0575045246431359,0
9,13.1226365274111,0.0656131826370555,0
9,11.7257545922789,0.0586287729613944,0
9,9.18185161386406,0.0459092580693203,0
10,12.9017948026476,0.064508974013238,0
10,7.349184453158,0.03674592226579,0
10,6.6756664766562,0.033378332383281,0
10,11.2607716271805,0.0563038581359027,1
10,9.13179514848365,0.0456589757424182,0
10,9.75513919100789,0.0487756959550395,0
10,11.6246700758376,0.0581233503791878,0
10,12.5322181463929,0.0626610907319646,0
10,12.6622705994695,0.0633113529973477,0
10,7.89551483908101,0.0394775741954051,0
10,11.2697781806113,0.0563488909030566,0
10,11.2994230760926,0.0564971153804632,0
10,10.1272194808309,0.0506360974041544,0
10,11.6155040529279,0.0580775202646397,0
10,13.1887877880594,0.0659439389402969,0
11,8.55103037432422,0.0427551518716211,0
11,10.5224233350578,0.0526121166752889,0
11,8.35228243995156,0.0417614121997578,0
11,11.0730900222789,0.0553654501113945,0
11,8.56851818452052,0.0428425909226026,0
11,12.4333956931218,0.0621669784656092,0
11,8.49950599640113,0.0424975299820057,0
11,13.6036894374833,0.0680184471874165,0
11,12.1766443227585,0.0608832216137925,0
11,8.38678519267017,0.0419339259633509,0
11,9.47785262795226,0.0473892631397613,0
11,11.3745946595114,0.0568729732975572,0
11,13.7280659428341,0.0686403297141703,0
11,8.63357778054609,0.0431678889027305,0
11,9.18466671032439,0.0459233335516219,0
12,11.7163520955521,0.0585817604777606,0
12,8.07665525251468,0.0403832762625734,0
12,11.3012783791052,0.0565063918955259,0
12,8.56339617313993,0.0428169808656997,0
12,8.50116708112116,0.0425058354056058,0
12,12.5866831130942,0.0629334155654712,0
12,10.0561254485885,0.0502806272429427,0
12,8.94426365452762,0.0447213182726381,0
12,8.11740793050321,0.0405870396525161,0
12,11.2938614898646,0.056469307449323,0
12,9.16490559668484,0.0458245279834242,0
12,8.67740684732897,0.0433870342366449,0
12,8.16799135494547,0.0408399567747273,0
12,8.71148099191864,0.0435574049595932,0
12,6.88874343198494,0.0344437171599247,0
13,10.2171377310021,0.0510856886550105,0
13,7.30620121125066,0.0365310060562533,0
13,6.59874207357145,0.0329937103678572,0
13,10.779548531143,0.0538977426557149,0
13,10.7624640778598,0.0538123203892991,0
13,10.1626654576692,0.0508133272883462,0
13,12.9142434429854,0.064571217214927,0
13,9.2813798734111,0.0464068993670555,0
13,8.92158568378256,0.0446079284189128,0
13,10.3253903477375,0.0516269517386876,0
13,12.6122498812208,0.0630612494061039,0
13,7.52771046742145,0.0376385523371072,0
13,8.29702732442007,0.0414851366221003,0
13,8.74217203915578,0.0437108601957789,0
13,11.2782771230815,0.0563913856154074,0
14,10.4172723331335,0.0520863616656676,0
14,10.3252580146325,0.0516262900731627,0
14,11.9381228806425,0.0596906144032126,0
14,9.38961578421668,0.0469480789210834,0
14,9.92039837687538,0.0496019918843769,0
14,11.4471435064209,0.0572357175321044,0
14,10.6341724553646,0.0531708622768231,0
14,6.77875577893166,0.0338937788946583,0
14,8.57192385597146,0.0428596192798573,0
14,11.0195555663491,0.0550977778317455,0
14,13.5947814402097,0.0679739072010485,0
14,6.05814608539278,0.0302907304269639,0
14,7.89819141947831,0.0394909570973915,0
14,9.20238890129518,0.0460119445064759,0
14,7.52298266024686,0.0376149133012343,0
15,12.0090021251987,0.0600450106259937,0
15,10.2644662840352,0.0513223314201758,0
15,11.9367338877624,0.0596836694388122,0
15,14.2573422773617,0.0712867113868084,0
15,6.7661735254523,0.0338308676272615,0
15,12.4403744508373,0.0622018722541866,0
15,7.31955264637713,0.0365977632318857,0
15,9.96283742147515,0.0498141871073757,0
15,7.01626171761742,0.0350813085880871,0
15,9.6711543440907,0.0483557717204535,0
15,11.2360554737067,0.0561802773685337,0
15,11.6353007017895,0.0581765035089477,0
15,10.3558959130532,0.051779479565266,0
15,11.5287903069144,0.057643951534572,0
15,12.5754109441913,0.0628770547209564,0
16,9.59571886497533,0.0479785943248766,0
16,9.15143633824957,0.0457571816912478,0
16,9.84895125610756,0.0492447562805378,0
16,13.8821988209164,0.0694109941045819,0
16,9.91403831436097,0.0495701915718048,0
16,9.74687807557912,0.0487343903778956,0
16,10.4160342258309,0.0520801711291545,0
16,11.2628188226492,0.0563140941132461,0
16,4.97621999846445,0.0248810999923222,0
16,10.8350307491354,0.0541751537456769,0
16,10.4136336824294,0.0520681684121472,0
16,6.43821841312159,0.032191092065608,0
16,10.4714018834018,0.052357009417009,0
16,9.62045444191737,0.0481022722095869,0
16,8.65565046299564,0.0432782523149782,0
17,10.5810037717943,0.0529050188589717,0
17,8.24081801004725,0.0412040900502362,0
17,11.3473811975574,0.0567369059877869,0
17,9.67621617359964,0.0483810808679982,0
17,13.3513848555275,0.0667569242776375,0
17,8.49717988453349,0.0424858994226675,0
17,10.9365203990284,0.0546826019951418,0
17,11.4425969636616,0.0572129848183079,0
17,9.95522289292775,0.0497761144646387,0
17,12.648729771081,0.0632436488554048,0
17,10.5230221256846,0.052615110628423,0
17,10.7276368694877,0.0536381843474386,0
